,Unnamed: 0,Unnamed: 0.1,Community,Province,Island,Postal_Code,Locality,Locality_Website,Name,Alternative_Name_1,Alternative_Name_2,Descripci,Beach_Length_m,Beach_Width_m,Popularity,Urbanization,Sea_Promenade,Type_of_Sea_Promenade,Type_of_Sand,Condition,Nudism,Blue_Flag,Reachable_by_bus,Bus_Stop,Parking,Parking_Watched,Parking_Spaces,Toilets,Footbaths,Showers,Public_Telephones,Trashcans,Child_Zone,Sport_Zone,Yacht_Club,Surfing_Zone,Sport_Harbour,Sport_Harbour_Website,Distance_to_Harbour_km,Hospital,Phone_Number,Distance_to_Hospital_km,Ground_Type,lon,lat,bathingWaterIdentifier,quality2019,rating,google_place_id
866,866,866,Canarias,Santa Cruz de Tenerife,La Palma,38014,Fuencaliente de la Palma,http://www.fuencalientedelapalma.es/,Las Cabras, , ,"Es una playa de reducidas dimensiones, aislada y poco frecuentada por el público. No dispone de equipamiento alguno.",40,20,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,No, ,Yes,,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Puerto de Santa Cruz de la Palma, ,20,Hospital General de La Palma,922185000,40,Sand,-17.8314,28.4658,ES707M0241869,Excellent,,
867,867,867,Canarias,Santa Cruz de Tenerife,La Palma,38014,Fuencaliente de la Palma,http://www.fuencalientedelapalma.es/,El Puertito, , ,"Cala aislada, situada en el municipio de Fuencaliente, de reducido tamaño y que no ofrece ningún tipo de servicio.",75,10,Low,Isolated,No, , ,Oleaje moderado / Ventosa,No,No,, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,40,Pebbles,-17.8127,28.4997,ES707M0241869,Excellent,,
868,868,868,Canarias,Santa Cruz de Tenerife,La Palma,38014,Fuencaliente de la Palma,http://www.fuencalientedelapalma.es/,El Río, , ,"Playa rodeada de pequeñas edificaciones, a la que se accede en coche. No dispone de equipamiento alguno",50,5,Low,Isolated,No, , ,Oleaje moderado / Oleaje fuerte,No,No,No, ,Yes,,Less than 50 parking places,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,40,Pebbles / Gravel,-17.7985,28.5188,ES707M0241869,Excellent,,
869,869,869,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,Murgas, , ,"Pequeña cala cercana a la localidad de Puerto Naos, poco frecuentada y que no ofrece ningún tipo de servicio.",100,6,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,22,Pebbles,-17.9166,28.5909,ES707M0241868,Excellent,,
870,870,870,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,Puerto Naos, , ,"Playa de Puerto Naos, dotada de buenos equipamientos, aparcamiento y accesos para discapacitados.",510,55,Medium,Urban,Yes, ,Dark,Oleaje moderado,No,Yes,Yes,Interurbano (Línea 204),Yes,,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No, , ,,Hospital General de La Palma,922185000,26,Sand / Gravel,-17.9097,28.5849,ES707M0241868,Excellent,,
871,871,871,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,Pelota Bayana,Playa Bayana, ,"Zona de baño en las inmediaciones de Puerto Naos, poco frecuentada y sin ningún equipamiento.",50,1,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,,Less than 50 parking places,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,22,Sand / Gravel,-17.9049,28.5739,ES707M0241869,Excellent,,
872,872,872,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,Las Monjas, , ,Playa de arena oscura cercana a Puerto Naos. Se accede fácilmente a pie.,50,3,Medium,Isolated,No, ,Dark,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,22,Sand / Pebbles,-17.9028,28.5728,ES707M0241869,Excellent,,
873,873,873,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,El Charco Verde, , ,"Playa de fácil acceso, bastante frecuentada, que dispone de aparcamiento.",271,48,Medium,Isolated,Yes, ,Dark,Oleaje moderado,No,Yes,Yes,Interurbano (Línea 204),Yes,,Between 50 and 100 parking places,No,Yes,Yes,No,Yes,No,Yes,No,No, , ,,Hospital General de La Palma,922185000,28,Sand,-17.8993,28.5724,ES707M0241869,Excellent,4.5,ChIJ-dWSG9aMawwRc_LVgMK1XkI
874,874,874,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,El Remo, , ,Playa rodeada de pequeñas casas y cultivos. Accesos señalizados y aparcamiento.,100,7,Medium,Semi-Urban,No, , ,Oleaje moderado,No,No,Yes,Interurbano (Línea 204),Yes,,Between 50 and 100 parking places,No,,Yes,Yes,Yes,No,No,No,No, , ,,Hospital General de La Palma,922185000,31,Gravel,-17.8896,28.5538,ES707M0241869,Excellent,,
875,875,875,Canarias,Santa Cruz de Tenerife,La Palma,38024,Los Llanos de Aridane,http://www.aridane.org,La Bombilla, , ,"Playa rocosa, rodeada de pequeñas edificaciones. No dispone de equipamientos.",650,6,Medium,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,Yes,,Between 50 and 100 parking places,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,22,Pebbles,-17.918,28.592,ES707M0241868,Excellent,,
876,876,876,Canarias,Santa Cruz de Tenerife,La Palma,38030,Puntallana,http://www.puntallana.es,Martín Luis, , ,"Zona de baño rocosa, situada a los pies de un acantilado. Es poco frecuentada, probablemente debido al difícil acceso que presenta.",100,15,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,Yes,Yes,No,Yes,No,No,No,No, , ,,Hospital General de La Palma,922185000,30,Pebbles,-17.7342,28.7196,ES707M0372598,Excellent,,
877,877,877,Canarias,Santa Cruz de Tenerife,La Palma,38030,Puntallana,http://www.puntallana.es,Puerto Trigo, , ,"Zona de baño aislada, poco frecuentada. No dispone de ningún tipo de equipamiento.",50,"7,3",Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,No,,,No,Yes,Yes,No,Yes,No,No,No,No, , ,,Hospital General de La Palma,922185000,30,Sand / Gravel,-17.7307,28.7301,ES707M0372598,Excellent,0.0,ChIJC9UkvxDpawwRqhulfNlpwmw
878,878,878,Canarias,Santa Cruz de Tenerife,La Palma,38030,Puntallana,http://www.puntallana.es,Nogales, , ,"Playa de arena, resguarda por la pared del acantilado. Se accede a ella en coche y dispone de aparcamiento y accesos señalizados.",500,6,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,Yes,Yes,No,Yes,No,No,No,Yes, , ,,Hospital General de La Palma,922185000,30,Sand,-17.7408,28.7602,ES707M0332433,Excellent,,
879,879,879,Canarias,Santa Cruz de Tenerife,La Palma,38030,Puntallana,http://www.puntallana.es,La Galga, , ,Playa rocosa aislada y con escasa afluencia de público.,150,"2,8",Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,30,Pebbles / Rock,-17.7533,28.781999999999996,ES707M0332433,Excellent,,
880,880,880,Canarias,Santa Cruz de Tenerife,La Palma,38033,San Andrés y Sauces,http://www.sanandresysauces.es,El Varadero, , ,Cala pequeña poco frecuentada por el público y que no ofrece ningún tipo de equipamiento.,140,"3,5",Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,40,Sand,-17.7614,28.8053,ES707M0332433,Excellent,,
881,881,881,Canarias,Santa Cruz de Tenerife,La Palma,38033,San Andrés y Sauces,http://www.sanandresysauces.es,Puerto Espíndola, , ,"Playa rocosa, rodeada de pequeñas edificaciones y con moderada afluencia de público. No dispone de equipamientos.",200,6,Low,Semi-Urban,No, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,,Less than 50 parking places,No,,Yes,Yes,Yes,No,No,No,No, , ,,Hospital General de La Palma,922185000,40,Sand,-17.7635,28.8113,ES707M0332332,Excellent,4.2,ChIJ1c2Ij9flawwRaGei8u5-4M0
882,882,882,Canarias,Santa Cruz de Tenerife,La Palma,38045,Tazacorte,http://www.tazacorte.es,Puerto de Tazacorte, , ,Playa de la localidad de Tazacorte con paseo marítimo y que dispone de aparcamiento.,410,30,High,Semi-Urban,Yes, ,Dark,Oleaje moderado,No,Yes,Yes,Interurbano,Yes,,Between 50 and 100 parking places,No,,Yes,Yes,Yes,Yes,Yes,No,No, , ,,Hospital General de La Palma,922185000,30,Sand / Gravel,-17.9461,28.6504,ES707M0452094,Excellent,,
883,883,883,Canarias,Santa Cruz de Tenerife,La Palma,38045,Tazacorte,http://www.tazacorte.es,Los Tarajales, , ,"Está ubicada en la localidad de Tazacorte, anexa al puerto. Cuenta con aparcamiento y accesos para discapacitados",760,90,Medium,Urban,Yes, ,Dark,Oleaje moderado,Yes,No,Yes,Interurbano,Yes,,Between 50 and 100 parking places,No,,Yes,Yes,Yes,No,No,No,No,Puerto Tazacorte,http://www.puertotazacorte.com/,0,Hospital General de La Palma,922185000,30,Sand / Gravel,-17.9448,28.6462,ES707M0452094,Excellent,,
884,884,884,Canarias,Santa Cruz de Tenerife,La Palma,38045,Tazacorte,http://www.tazacorte.es,El Charcón,Lago de las Damas, ,Playa rocosa aislada y con escasa afluencia de público. No dispone de ningún tipo de equipamiento.,220,8,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,30,Pebbles,-17.9236,28.6015,ES707M0241868,Not classified,4.2,ChIJX93x2RTzawwRoqgXm-lqWHE
885,885,885,Canarias,Santa Cruz de Tenerife,La Palma,38045,Tazacorte,http://www.tazacorte.es,Los Guirres,El Volcan, ,Está ubicada en una zona de cultivos. Dispone de aparcamiento y de accesos señalizados además de una zona apta para perros.,400,8,Medium,Isolated,Yes, ,Dark,Oleaje moderado,No,No,Yes,Interurbano,Yes,,Between 50 and 100 parking places,Yes,,Yes,No,Yes,No,No,No,Yes, , ,,Hospital General de La Palma,922185000,30,Sand / Gravel,-17.9226,28.6082,ES707M0241868,Excellent,,
886,886,886,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,La Cangrejera, , ,"Pequeñas casas rodean esta playa, a la que se accede en coche y presenta un grado medio de ocupación. Sin equipamientos.",150,20,Medium,Isolated,No, , ,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,15,Sand / Rock / Gravel,-17.7606,28.5791,ES707M0091846,Excellent,4.7,ChIJaz6EG6GUawwRg0RmeVk7Qko
887,887,887,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,El Pozo Norte, , ,Es una playa de reducidas dimensiones en la que se asientan pequeñas casas. No dispone de equipamientos.,300,30,Medium,Isolated,No, , ,Oleaje moderado / Ventosa,No,No,No, ,Yes,,,Yes,,Yes,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,18,Sand / Pebbles / Gravel,-17.7588,28.5846,ES707M0091846,Excellent,,
888,888,888,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,Piedra Nueva, , ,"Playa aislada y poco frecuentada, que no ofrece ningún tipo de servicio.",160,10,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,Yes,,Yes,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,15,Gravel,-17.7582,28.5878,ES707M0091846,Excellent,0.0,ChIJ2RnYsqiUawwRjoz2uYyVcZ8
889,889,889,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,El Pocito, , ,Está ubicada en una zona de cultivos y es poco frecuentada. Dispone de aparcamiento.,150,30,Medium,Isolated,No, , ,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,15,Sand / Gravel,-17.7573,28.5949,ES707M0091846,Excellent,,
890,890,890,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,La Bajita, , ,"Playa semiurbana situada en el barrio de Lodero, en las inmediaciones del aeropuerto. No dispone de equipamientos.",50,10,Medium,Semi-Urban,No, , ,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,10,Rock / Gravel,-17.7561,28.6129,ES707M0091846,Excellent,,
891,891,891,Canarias,Santa Cruz de Tenerife,La Palma,38014,Fuencaliente de la Palma,http://www.fuencalientedelapalma.es/,Los Roquitos, , ,"Playa de arena, bolos y grava de difícil acceso a pie que presenta una moderada afluencia de público.",300,30,Medium,Isolated,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,31,Sand / Pebbles / Gravel,-17.8009,28.5174,ES707M0241869,Excellent,4.0,ChIJ4QNDD8-TawwRcqn2Y_zYqHE
892,892,892,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,Martín, , ,"Playa de pequeño tamaño, aislada y con escasa afluencia de público. De difícil acceso a pie.",300,25,Medium,Isolated,No, , ,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,30,Sand / Rock / Gravel,-17.7965,28.5204,ES707M0241869,Excellent,0.0,ChIJF0RHK8STawwRheKB6f4LwPA
893,893,893,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,El Poris, , ,"Playa a la que se accede en coche,que presenta una escasa afluencia de público y no está dotada de equipamientos.",300,30,Medium,Isolated,No, , ,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,29,Pebbles / Rock / Gravel / Sand,-17.7931,28.5289,ES707M0241869,Excellent,,
894,894,894,Canarias,Santa Cruz de Tenerife,La Palma,38053,Villa de Mazo,http://www.villademazo.es,Las Salineras,Las Salemeras, ,"Pequeña playa rocosa que disfruta de aguas claras y transparentes, rodeada de pequeñas edificaciones y con un grado medio de ocupación.",200,15,Medium,Semi-Urban,No, ,Dark,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,,,No,,No,No,No,No,No,No,No, , ,,Hospital General de La Palma,922185000,20,Sand / Rock / Gravel,-17.7617,28.5693,ES707M0091846,Excellent,4.0,ChIJSVIRm52UawwRH4UnqBx51-Y
895,895,895,Cantabria,Cantabria, ,39001,Alfoz de Lloredo,http://www.alfozdelloredo.org,Luaña,Cóbreces, ,Playa de arena fina dorada que denota un grado medio de ocupación. Ofrece un nivel aceptable de servicios,400,70,Medium,Isolated,No, ,Golden,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,Yes,,More than 100 places,No,No,Yes,No,Yes,Yes,No,No,Yes,Puerto de Suances,http://www.puertosdecantabria.es/puertos/suances/datos,12,Hospital Sierrallana,942847400,30,Sand,-4.2211,43.3937,ES130M001536,Excellent,4.6,ChIJaTWgoLoSSQ0RIBtdy9t1kPw
896,896,896,Cantabria,Cantabria, ,39006,Arnuero,http://www.ayuntamientodearnuero.com,La Arena,El Arenal, ,Playa semiurbana con un grado medio de ocupación. Ofrece arena fina dorada y algunos servicios como ducha y teléfono.,100,40,Medium,Semi-Urban,No, ,Golden,Oleaje moderado,No,Yes,Yes,Interurbano,Yes,,Less than 50 parking places,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Puerto de Laredo,http://www.puertodelaredo.com,30,Hospital Comarcal de Laredo,942638500,30,Sand,-3.5773,43.5031,ES130M006538,Excellent,4.6,ChIJRev0Z1S3Tg0RhNV1Eh5FT00
897,897,897,Cantabria,Cantabria, ,39011,Bareyo,http://www.aytobareyo.org,Cuberris,Playa de Ajo, ,"Playa ventosa con fuertes corrientes, muy ancha y compuesta por una arena fina dorada de calidad. Cuenta con un paseo marítimo y tiene accesos adaptados.",250,150,High,Semi-Urban,Yes,Partial,Golden,Oleaje fuerte / Ventosa,No,Yes,Yes,Interurbano,Yes,No,More than 100 places,Yes,Yes,Yes,No,Yes,No,No,No,No,Puerto de Laredo,http://www.puertodelaredo.com,30,Hospital Comarcal de Laredo,942638500,30,Sand,-3.6142,43.4968,ES130M011539,Not classified,4.5,ChIJsd4uzS23Tg0RW6iF504fbvA
898,898,898,Cantabria,Cantabria, ,39011,Bareyo,http://www.aytobareyo.org,Antuerta, , ,"Pequeña playa colindante a la de Cuberris, enclavada en un entorno rocoso. Tiene fuertes corrientes y es muy frecuentada por surfistas. No ofrece ningún tipo de servicio.",100,40,Low,Isolated,No, ,Golden,Oleaje fuerte / Ventosa,No,No,Yes,Interurbano,No,,,No,No,No,No,Yes,No,No,No,Yes,Puerto de Laredo,http://www.puertodelaredo.com,30,Hospital Comarcal de Laredo,942638500,30,Sand,-3.6196,43.4966,ES130M011539,Excellent,4.8,ChIJA9yr7Cm3Tg0RdtjmoyN7gqQ
899,899,899,Cantabria,Cantabria, ,39020,Castro-Urdiales,http://www.castro-urdiales.net,Dícido, , ,"Pequeña playa aislada y tranquila formada por bolos, y que presenta un fuerte oleaje.",300,30,Low,Isolated,Yes,Partial,Golden,Oleaje fuerte / Ventosa,No,No,Yes,"Interurbano, Santander - Bilbao",Yes,No,Less than 50 parking places,Yes,No,Yes,No,Yes,No,No,No,No,Castro Urdiales, ,5,Hospital de Cruces,944850086,20,Sand / Pebbles / Gravel,-3.1941,43.3635,ES130M020544,Excellent,,
900,900,900,Cantabria,Cantabria, ,39020,Castro-Urdiales,http://www.castro-urdiales.net,Berrón, , ,Playa ventosa de fuerte oleaje compuesta por bolos. Presenta un nivel bajo de equipamientos.,80,30,Low,Isolated,No, , ,Oleaje fuerte,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Castro Urdiales, ,5,Hospital de Cruces,944850086,15,Pebbles,-3.1691,43.3546,ES130M020544,Excellent,4.3,ChIJnShlha_2Tg0R9gmmMVAFPhY
901,901,901,Cantabria,Cantabria, ,39020,Castro-Urdiales,http://www.castro-urdiales.net,Brazomar, , ,Playa de arena dorada que presenta una alta afluencia de público. Ofrece un buen nivel de servicios y la posibilidad de realizar diversos deportes acuáticos.,300,40,High,Urban,Yes,Complete,Golden,Oleaje moderado,No,No,Yes,"Interurbano, Santander - Castro Urdiales",Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Castro Urdiales, ,1,Hospital de Cruces,944850086,25,Sand,-3.2114,43.3742,ES130M020543,Excellent,4.6,ChIJIWXTtc7zTg0RSB12bjE-ymU
902,902,902,Cantabria,Cantabria, ,39020,Castro-Urdiales,http://www.castro-urdiales.net,Ostende,Urdiales, ,"Playa extensa de arena oscura, que presenta un alto grado de ocupación. Ofrece un buen nivel de equipamientos.",800,50,Medium,Urban,Yes,Complete,Dark,Oleaje moderado,No,Yes,Yes,"Interurbano, Santander - Castro Urdiales",Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Castro Urdiales, ,"0,5",Hospital de Cruces,944850086,25,Sand,-3.2262,43.3876,ES130M020542,Excellent,,
903,903,903,Cantabria,Cantabria, ,39020,Castro-Urdiales,http://www.castro-urdiales.net,Arenillas,Islares, ,"Pequeña playa de arena fina dorada, y aguas tranquilas poco frecuentada por el turismo. No ofrece apenas equipamientos",50,15,Medium,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Santander - Castro Urdiales",Yes,No,Less than 50 parking places,Yes,No,Yes,No,Yes,No,No,No,Yes,Castro Urdiales, ,10,Hospital Comarcal de Laredo,942638500,20,Sand,-3.3123,43.4039,ES130M020542,Excellent,4.8,ChIJ1SpgGI3sTg0RguO1h-GJx1Q
904,904,904,Cataluña/Catalunya,Barcelona, ,8019,Barcelona,http://www.bcn.cat,Sant Sebastià, , ,"Esta playa dispone de todo tipo de infraestructuras, así como buenos accesos adaptados para personas con alguna discapacidad. Se encuentra ubicada muy cerca de la dársena industrial y los muelles relacionados con el comercio marítimo.",1.085,75,High,Urban,Yes, ,Golden,Aguas tranquilas,No,Yes,Yes,"Bus: 14, 16, 17, 39, 40, 45, 51, 57, 59, 64, 157 Metro: Línia 4-Barceloneta",Yes,,,Yes,,Yes,Yes,Yes,No,Yes,No,No, , ,,Hospital del Mar,932483000,"1,4",Sand,2.1895,41.3722,ES511M0192471,Excellent,4.3,ChIJC6mQ3aijpBIRD8INAMYw_hg
905,905,905,Cataluña/Catalunya,Barcelona, ,8019,Barcelona,http://www.bcn.cat,La Barceloneta, , ,"Playa de Barcelona por excelencia que toma su nombre del antiguo barrio marinero, La Barceloneta, y dispone de todos los servicios propios de una playa urbana.",422,Entre 15 y 40,High,Urban,Yes, ,Golden,Aguas tranquilas,No,No,Yes,"Bus:10, 14, 16, 17, 36, 39, 40, 45, 51, 57, 59, 64. Metro:Línia 4-Barceloneta i Ciutadella. Tramvia:Ciutadella-Vila Olímpica. Carril bici",Yes,No,Between 50 and 100 parking places,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Port Olímpic Barcelona,http://www.portolimpic.es,0,Hospital del Mar,932483000,"0,7",Sand,2.1923,41.3777,ES511M0192472,Excellent,,
906,906,906,Cataluña/Catalunya,Barcelona, ,8019,Barcelona,http://www.bcn.cat,La Nova Icària, , ,"La Playa de la Nova Icària presenta un alto grado de ocupación y está ubicada junto al Puerto Olímpico de Barcelona, separada de las playas colindantes por pequeños espigones, enlazándose con el paseo marítimo de la Barceloneta.",415,63,High,Urban,Yes, ,Golden,Aguas tranquilas,No,No,Yes,"Urbano, 6, 10, 36, 41, 92, 141 / Metro, L4, Ciutadella y Bogatell / Tranvía, T4, Ciutadella - Vila Olímpica",Yes,No,More than 100 places,Yes,,Yes,No,Yes,Yes,Yes,No,No,Port Olímpic Barcelona,http://www.portolimpic.es,0,Hospital del Mar,932483000,"0,9",Sand,2.2025,41.3906,ES511M019635,Excellent,4.3,ChIJz9cDEQ2jpBIRyPyyZbHXCkA
907,907,907,Cataluña/Catalunya,Barcelona, ,8019,Barcelona,http://www.bcn.cat,El Bogatell, , ,"Esta playa urbana se localiza muy cerca del Puerto Olímpico de Barcelona y su paseo marítimo se prolonga hasta la Playa de Sant Sebastiá, en el Barrio de la Barceloneta.",702,50,High,Urban,Yes, ,Golden,Aguas tranquilas,No,Yes,Yes,"Urbano, 6, 36, 41, 92, 141 / Metro, L4, Poblenou y Llacuna",No,,,Yes,,Yes,No,Yes,Yes,Yes,No,No,Port Olímpic Barcelona,http://www.portolimpic.es,"0,4",Hospital del Mar,932483000,"1,5",Sand,2.2071,41.3947,ES511M019631,Excellent,4.3,ChIJM_UFWmyjpBIRpt8SnunUQmU
